Nome;Gênero;Data Nascimento;Idade;Nível;Escolaridade;Área;Salário;Data Admissão;Data Demissão;Contrato;Motivo Demissão;PCD;Alimentação;Saúde;Odont;Transporte;Creche;Combustível;Benefícios;Mês_admissão;Mês_demissão;Status;Faixa_Idade;Tempo_dias;Faixa_dias
Maritsa Caldera;Feminino;14/11/1970;54;Supervisor;Ensino Médio;Logística;7000;11/06/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;6;-;;45-54;203;177-269
Kristos Wisniewski;Masculino;04/01/1986;38;Estagiário;Ensino Técnico;Administração;1200;11/06/2019;;Estágio;;;200;200;200;200;;;800;6;-;;35-44;203;177-269
Magdalena Kearn;Feminino;03/06/1998;26;Supervisor;Ensino Superior;Vendas;7000;11/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;24-34;203;177-269
Tedd Crut;Masculino;22/08/1999;25;Analista Sr;Ensino Técnico;Operações;5000;11/06/2019;;CLT;;;600;600;600;600;;500;2900;6;-;;24-34;203;177-269
Marin Marmion;Feminino;17/06/1966;58;Analista Jr;Ensino Técnico;Administração;3500;12/06/2019;;CLT;;;600;600;600;600;;;2400;6;-;;55-64;202;177-269
Wilton Asch;Masculino;10/10/1962;62;Estagiário;Ensino Técnico;TI;1200;12/06/2019;;Estágio;;;200;200;200;200;;;800;6;-;;55-64;202;177-269
Rog Carter;Masculino;04/04/1965;59;Estagiário;Ensino Técnico;TI;1200;12/06/2019;;Estágio;;;200;200;200;200;;;800;6;-;;55-64;202;177-269
Meryl Fandrich;Masculino;16/12/1974;50;Analista Sr;Ensino Médio;Recursos Humanos;5000;12/06/2019;;CLT;;;600;600;600;600;;500;2900;6;-;;45-54;202;177-269
Dulcy Ormerod;Feminino;25/01/1994;30;Estagiário;Ensino Técnico;Vendas;1200;12/06/2019;;Estágio;;;200;200;200;200;500;;1300;6;-;;24-34;202;177-269
Naoma Struis;Feminino;04/11/1964;60;Analista Sr;Ensino Superior;Vendas;5000;13/06/2019;02/08/2019;CLT;Demissão Voluntária;;600;600;600;600;;500;2900;6;8;;55-64;50;1-85
Verla Daout;Feminino;31/10/1999;25;Analista Sr;Ensino Médio;TI;5000;13/06/2019;;CLT;;;600;600;600;600;;500;2900;6;-;;24-34;201;177-269
Reginald Fryatt;Masculino;16/04/2000;24;Assistente;Ensino Técnico;Operações;2500;14/06/2019;;CLT;;Sim;600;600;600;600;;;2400;6;-;;24-34;200;177-269
Kassie Domoni;Feminino;27/08/1976;48;Coordenador;Ensino Superior;Recursos Humanos;10000;14/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;45-54;200;177-269
Gibbie Kinset;Masculino;02/09/1964;60;Analista Sr;Ensino Superior;Financeiro;5000;14/06/2019;;CLT;;Sim;600;600;600;600;;500;2900;6;-;;55-64;200;177-269
Wilbur Bingle;Masculino;05/09/2000;24;Supervisor;Pós-graduação;Marketing;7000;14/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;24-34;200;177-269
Aylmar De Blasi;Masculino;08/02/1986;38;Coordenador;Ensino Técnico;Administração;10000;15/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;35-44;199;177-269
Kenon Schultze;Masculino;27/11/1993;31;Gerente;Ensino Técnico;Administração;15000;15/06/2019;04/10/2019;CLT;Demissão Voluntária;;1200;1200;1200;1200;;500;5300;6;10;;24-34;111;86-176
Regine Gascoyen;Feminino;30/01/1971;53;Analista Jr;Pós-graduação;Logística;3500;15/06/2019;;CLT;;;600;600;600;600;;;2400;6;-;;45-54;199;177-269
Urbain Le Provest;Masculino;05/01/1981;43;Supervisor;Mestrado;Financeiro;7000;16/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;35-44;198;177-269
Renato Burkman;Masculino;27/10/1960;64;Estagiário;Ensino Médio;Operações;1200;16/06/2019;;Estágio;;;200;200;200;200;;;800;6;-;;55-64;198;177-269
Minda Dewitt;Feminino;05/09/1990;34;Estagiário;Ensino Médio;Recursos Humanos;1200;17/06/2019;;Estágio;;;200;200;200;200;;;800;6;-;;24-34;197;177-269
Meier MacCook;Masculino;31/12/1960;64;Estagiário;Ensino Médio;Recursos Humanos;1200;17/06/2019;;Estágio;;Sim;200;200;200;200;;;800;6;-;;55-64;197;177-269
Sheri Fuentes;Feminino;27/08/1966;58;Analista Jr;Ensino Técnico;Vendas;3500;18/06/2019;;CLT;;;600;600;600;600;;;2400;6;-;;55-64;196;177-269
Mab Aire;Feminino;04/03/1975;49;Analista Sr;Ensino Superior;Produção;5000;18/06/2019;;CLT;;;600;600;600;600;;500;2900;6;-;;45-54;196;177-269
Raff Ogles;Masculino;30/05/1985;39;Coordenador;Ensino Superior;TI;10000;18/06/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;6;-;;35-44;196;177-269
Ethelyn Petrolli;Feminino;20/03/1998;26;Analista Sr;Pós-graduação;Vendas;5000;18/06/2019;;CLT;;;600;600;600;600;;500;2900;6;-;;24-34;196;177-269
Karon Cawdery;Feminino;09/02/1975;49;Assistente;Ensino Médio;Financeiro;2500;18/06/2019;;CLT;;;600;600;600;600;;;2400;6;-;;45-54;196;177-269
Heidie Spragg;Feminino;23/04/1960;64;Coordenador;Ensino Superior;Vendas;10000;19/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;55-64;195;177-269
Pippy Cluitt;Feminino;13/05/1998;26;Assistente;Ensino Técnico;Recursos Humanos;2500;19/06/2019;;CLT;;;600;600;600;600;;;2400;6;-;;24-34;195;177-269
Elga Bellefonte;Feminino;12/04/1962;62;Estagiário;Ensino Médio;Marketing;1200;19/06/2019;;Estágio;;;200;200;200;200;;;800;6;-;;55-64;195;177-269
Saudra Lathan;Feminino;17/08/1989;35;Coordenador;Mestrado;Administração;10000;19/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;35-44;195;177-269
Francis Petegrew;Masculino;21/03/1969;55;Gerente;Ensino Médio;TI;15000;20/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;55-64;194;177-269
Seth Reinbach;Masculino;13/02/1961;63;Coordenador;Ensino Médio;Administração;10000;20/06/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;6;-;;55-64;194;177-269
Julian Guiot;Masculino;29/06/1970;54;Analista Sr;Ensino Técnico;Vendas;5000;20/06/2019;;CLT;;;600;600;600;600;500;500;3400;6;-;;45-54;194;177-269
Flossie Banbrigge;Feminino;28/06/1993;31;Coordenador;Pós-graduação;Financeiro;10000;20/06/2019;29/09/2019;CLT;Demissão Involuntária;;1200;1200;1200;1200;;500;5300;6;9;;24-34;101;86-176
Verina Elkington;Feminino;11/09/1964;60;Supervisor;Ensino Superior;Produção;7000;21/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;55-64;193;177-269
Andrea Chisholme;Masculino;11/04/1983;41;Estagiário;Ensino Técnico;Vendas;1200;21/06/2019;;Estágio;;;200;200;200;200;;;800;6;-;;35-44;193;177-269
Benedict O'Keeffe;Masculino;09/03/1961;63;Estagiário;Ensino Médio;Logística;1200;21/06/2019;;Estágio;;;200;200;200;200;;;800;6;-;;55-64;193;177-269
Daune Bourbon;Feminino;12/04/1965;59;Supervisor;Ensino Superior;TI;7000;21/06/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;6;-;;55-64;193;177-269
Skippy Wybron;Masculino;10/02/1967;57;Analista Jr;Pós-graduação;Administração;3500;22/06/2019;;CLT;;;600;600;600;600;;;2400;6;-;;55-64;192;177-269
Staci Churms;Feminino;06/09/1989;35;Assistente;Ensino Técnico;Marketing;2500;22/06/2019;;CLT;;;600;600;600;600;;;2400;6;-;;35-44;192;177-269
Emmey Calow;Feminino;26/06/1986;38;Supervisor;Ensino Superior;Administração;7000;22/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;35-44;192;177-269
Vittorio Kemery;Masculino;10/06/1982;42;Supervisor;Pós-graduação;Logística;7000;22/06/2019;18/10/2019;CLT;Demissão Involuntária;;1200;1200;1200;1200;;500;5300;6;10;;35-44;118;86-176
Rik Beckmann;Masculino;09/09/1996;28;Analista Sr;Ensino Técnico;Operações;5000;23/06/2019;;CLT;;;600;600;600;600;;500;2900;6;-;;24-34;191;177-269
Libbie Bothram;Feminino;04/02/1966;58;Estagiário;Ensino Técnico;TI;1200;23/06/2019;;Estágio;;;200;200;200;200;;;800;6;-;;55-64;191;177-269
Viola Junkinson;Feminino;08/01/1998;26;Supervisor;Pós-graduação;Vendas;7000;23/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;24-34;191;177-269
Carmita Faull;Feminino;24/06/1991;33;Gerente;Pós-graduação;Marketing;15000;24/06/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;6;-;;24-34;190;177-269
Johnnie Dumsday;Masculino;16/12/1963;61;Assistente;Ensino Técnico;Administração;2500;24/06/2019;;CLT;;;600;600;600;600;;;2400;6;-;;55-64;190;177-269
Rora Alcide;Feminino;06/04/1974;50;Gerente;Mestrado;Produção;15000;24/06/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;6;-;;45-54;190;177-269
Britney Abbison;Feminino;26/09/1991;33;Analista Jr;Ensino Médio;Financeiro;3500;24/06/2019;;CLT;;;600;600;600;600;;;2400;6;-;;24-34;190;177-269
Sutherland Dimnage;Masculino;25/12/1969;55;Analista Jr;Pós-graduação;Administração;3500;24/06/2019;;CLT;;;600;600;600;600;;;2400;6;-;;55-64;190;177-269
Dollie Izhak;Feminino;30/08/1982;42;Analista Sr;Pós-graduação;Financeiro;5000;25/06/2019;;CLT;;;600;600;600;600;;500;2900;6;-;;35-44;189;177-269
Westbrooke Boast;Masculino;04/08/1966;58;Analista Sr;Ensino Médio;Financeiro;5000;25/06/2019;;CLT;;;600;600;600;600;;500;2900;6;-;;55-64;189;177-269
Lyle Davion;Masculino;01/03/1977;47;Estagiário;Ensino Médio;Marketing;1200;25/06/2019;14/09/2019;Estágio;Término de Contrato;;200;200;200;200;;;800;6;9;;45-54;81;1-85
Kimble Schiesterl;Masculino;03/06/2000;24;Gerente;Ensino Técnico;Administração;15000;25/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;24-34;189;177-269
Martguerita Matityahu;Feminino;01/10/1978;46;Analista Sr;Pós-graduação;Administração;5000;26/06/2019;;CLT;;;600;600;600;600;;500;2900;6;-;;45-54;188;177-269
Evangelin McBlain;Feminino;29/06/1979;45;Gerente;Mestrado;Vendas;15000;26/06/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;6;-;;45-54;188;177-269
Shauna Ashby;Feminino;13/05/1989;35;Assistente;Ensino Médio;Marketing;2500;27/06/2019;;CLT;;;600;600;600;600;;;2400;6;-;;35-44;187;177-269
Avery Starkings;Masculino;01/04/1974;50;Analista Jr;Ensino Superior;Recursos Humanos;3500;27/06/2019;;CLT;;;600;600;600;600;;;2400;6;-;;45-54;187;177-269
Kaspar Accum;Masculino;12/01/1961;63;Supervisor;Ensino Médio;TI;7000;28/06/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;6;-;;55-64;186;177-269
Ara Scanlon;Masculino;28/01/1997;27;Estagiário;Ensino Técnico;Operações;1200;29/06/2019;22/08/2019;Estágio;Término de Contrato;;200;200;200;200;500;;1300;6;8;;24-34;54;1-85
Shanan Hiner;Masculino;05/04/1968;56;Assistente;Ensino Superior;Produção;2500;29/06/2019;;CLT;;;600;600;600;600;;;2400;6;-;;55-64;185;177-269
Kipp Higginbottam;Feminino;20/09/1971;53;Analista Sr;Ensino Técnico;Vendas;5000;29/06/2019;;CLT;;;600;600;600;600;;500;2900;6;-;;45-54;185;177-269
Dwight Alker;Masculino;18/01/1981;43;Gerente;Ensino Superior;Logística;15000;29/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;35-44;185;177-269
Kendal Baert;Masculino;17/08/1981;43;Coordenador;Mestrado;Produção;10000;29/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;35-44;185;177-269
Ward Divall;Masculino;03/03/1986;38;Coordenador;Ensino Superior;Financeiro;10000;30/06/2019;;CLT;;;1200;1200;1200;1200;;500;5300;6;-;;35-44;184;177-269
Ricky Merner;Masculino;19/04/1960;64;Supervisor;Ensino Superior;Logística;7000;01/07/2019;03/09/2019;CLT;Demissão Involuntária;;1200;1200;1200;1200;;500;5300;7;9;;55-64;64;1-85
Kelila Maeer;Feminino;19/02/1963;61;Gerente;Pós-graduação;Logística;15000;01/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;Férias;55-64;183;177-269
Waverley Santacrole;Masculino;21/04/1992;32;Gerente;Ensino Médio;Marketing;15000;01/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;24-34;183;177-269
Berkley Ratchford;Masculino;28/11/1973;51;Estagiário;Ensino Médio;Financeiro;1200;01/07/2019;;Estágio;;;200;200;200;200;500;;1300;7;-;;45-54;183;177-269
Gui Kleinfeld;Feminino;02/08/1970;54;Supervisor;Mestrado;Recursos Humanos;7000;02/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;45-54;182;177-269
Monah Amner;Feminino;12/02/1973;51;Estagiário;Ensino Médio;Operações;1200;02/07/2019;;Estágio;;;200;200;200;200;;;800;7;-;;45-54;182;177-269
Chicky Diggles;Masculino;30/08/1985;39;Estagiário;Ensino Médio;Marketing;1200;02/07/2019;;Estágio;;;200;200;200;200;500;;1300;7;-;;35-44;182;177-269
Rowena Swadden;Feminino;01/04/1964;60;Analista Jr;Ensino Médio;Administração;3500;03/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;55-64;181;177-269
Donn Paver;Masculino;30/09/2000;24;Gerente;Ensino Técnico;Recursos Humanos;15000;03/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;24-34;181;177-269
Bail Murdoch;Masculino;13/05/1993;31;Gerente;Ensino Técnico;Marketing;15000;04/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;24-34;180;177-269
Agna Blitz;Feminino;20/07/1994;30;Coordenador;Pós-graduação;Financeiro;10000;05/07/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;7;-;;24-34;179;177-269
Agace Cleatherow;Feminino;10/09/1972;52;Estagiário;Ensino Técnico;Logística;1200;05/07/2019;;Estágio;;;200;200;200;200;;;800;7;-;;45-54;179;177-269
Helaine Andrewartha;Feminino;21/07/2000;24;Supervisor;Mestrado;Administração;7000;05/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;24-34;179;177-269
Quent Onslow;Masculino;13/07/1987;37;Analista Jr;Pós-graduação;Produção;3500;05/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;35-44;179;177-269
Bert D'Emanuele;Masculino;22/10/2000;24;Coordenador;Ensino Técnico;Financeiro;10000;06/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;24-34;178;177-269
Veronike Strode;Feminino;01/09/1971;53;Analista Sr;Pós-graduação;Vendas;5000;06/07/2019;;CLT;;;600;600;600;600;;500;2900;7;-;;45-54;178;177-269
Jessica Jeschner;Feminino;14/12/1987;37;Analista Jr;Ensino Médio;Produção;3500;06/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;35-44;178;177-269
Melodee Crame;Feminino;11/06/1970;54;Analista Sr;Ensino Superior;Marketing;5000;06/07/2019;;CLT;;;600;600;600;600;;500;2900;7;-;;45-54;178;177-269
Howard Huckerby;Masculino;03/03/1968;56;Analista Jr;Pós-graduação;Recursos Humanos;3500;06/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;55-64;178;177-269
Zacharias Karlsson;Masculino;16/07/1976;48;Supervisor;Ensino Médio;Operações;7000;07/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;45-54;177;177-269
Carleton Fudger;Masculino;05/11/1993;31;Assistente;Ensino Médio;Logística;2500;08/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;24-34;176;86-176
Nicolais Spadazzi;Masculino;28/06/1969;55;Coordenador;Mestrado;Produção;10000;08/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;55-64;176;86-176
Clayborne Origan;Masculino;12/09/1974;50;Analista Jr;Pós-graduação;Administração;3500;08/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;45-54;176;86-176
Celene Mont;Feminino;04/08/1980;44;Gerente;Pós-graduação;Marketing;15000;08/07/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;7;-;Férias;35-44;176;86-176
Chadwick Ewell;Masculino;20/11/1983;41;Analista Jr;Ensino Médio;Marketing;3500;08/07/2019;;CLT;;;600;600;600;600;500;;2900;7;-;;35-44;176;86-176
Tamera Attwater;Feminino;30/09/1974;50;Gerente;Ensino Técnico;Vendas;15000;09/07/2019;;CLT;;Sim;1200;1200;1200;1200;500;500;5800;7;-;;45-54;175;86-176
Lil Baudacci;Feminino;08/12/1970;54;Coordenador;Ensino Superior;Marketing;10000;09/07/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;7;-;;45-54;175;86-176
Joanne Philipot;Feminino;07/10/1979;45;Analista Sr;Pós-graduação;Vendas;5000;10/07/2019;;CLT;;;600;600;600;600;;500;2900;7;-;;45-54;174;86-176
Meggie Drache;Feminino;22/01/1983;41;Gerente;Pós-graduação;Vendas;15000;10/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;35-44;174;86-176
Nevile Alejandri;Masculino;14/09/1982;42;Analista Jr;Ensino Técnico;Produção;3500;11/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;35-44;173;86-176
Errol Romi;Masculino;26/04/1977;47;Coordenador;Ensino Médio;Vendas;10000;11/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;45-54;173;86-176
Elroy Tasch;Masculino;09/09/1989;35;Supervisor;Ensino Médio;Marketing;7000;12/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;35-44;172;86-176
Somerset Pierpoint;Masculino;26/02/1991;33;Gerente;Mestrado;Operações;15000;12/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;24-34;172;86-176
Tulley Armell;Masculino;21/07/1980;44;Analista Jr;Pós-graduação;Recursos Humanos;3500;12/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;Licença;35-44;172;86-176
Charita Scandroot;Feminino;16/05/1982;42;Assistente;Ensino Técnico;Operações;2500;12/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;35-44;172;86-176
Maddalena Ezzle;Feminino;26/11/1990;34;Supervisor;Mestrado;Logística;7000;12/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;24-34;172;86-176
Jaymee Clemmitt;Feminino;21/04/1964;60;Analista Jr;Pós-graduação;Vendas;3500;14/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;55-64;170;86-176
Zebadiah Robshaw;Masculino;13/03/1978;46;Estagiário;Ensino Médio;Marketing;1200;14/07/2019;;Estágio;;;200;200;200;200;;;800;7;-;;45-54;170;86-176
Dionne Thewles;Feminino;12/03/1960;64;Estagiário;Ensino Técnico;Logística;1200;15/07/2019;03/09/2019;Estágio;Demissão Voluntária;;200;200;200;200;;;800;7;9;;55-64;50;1-85
Jannelle Brachell;Feminino;25/10/1998;26;Gerente;Mestrado;Financeiro;15000;15/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;24-34;169;86-176
Ferrell Bollen;Masculino;14/02/1964;60;Estagiário;Ensino Técnico;Operações;1200;15/07/2019;02/10/2019;Estágio;Demissão Voluntária;;200;200;200;200;500;;1300;7;10;Férias;55-64;79;1-85
Charlena Tarry;Feminino;01/01/1970;54;Coordenador;Ensino Técnico;Vendas;10000;15/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;45-54;169;86-176
Warde Stimpson;Masculino;05/03/1971;53;Assistente;Ensino Técnico;Produção;2500;15/07/2019;;CLT;;Sim;600;600;600;600;;;2400;7;-;;45-54;169;86-176
Allegra Jellico;Feminino;16/08/1970;54;Coordenador;Mestrado;Operações;10000;16/07/2019;;CLT;;Sim;1200;1200;1200;1200;500;500;5800;7;-;;45-54;168;86-176
Sybilla Getley;Feminino;19/01/1970;54;Supervisor;Ensino Médio;Recursos Humanos;7000;16/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;45-54;168;86-176
Gilemette Belham;Feminino;21/03/1965;59;Analista Sr;Ensino Superior;Marketing;5000;16/07/2019;;CLT;;;600;600;600;600;;500;2900;7;-;;55-64;168;86-176
Guss Lesley;Masculino;13/09/1996;28;Coordenador;Pós-graduação;Produção;10000;17/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;24-34;167;86-176
Mendie Rediers;Masculino;09/01/1980;44;Supervisor;Ensino Médio;Marketing;7000;17/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;35-44;167;86-176
Jacintha Bonifas;Feminino;12/08/1974;50;Supervisor;Ensino Médio;Recursos Humanos;7000;17/07/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;7;-;;45-54;167;86-176
Aldus Merritt;Masculino;05/03/1982;42;Supervisor;Ensino Superior;Operações;7000;18/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;35-44;166;86-176
Hanna Jorry;Feminino;23/03/1970;54;Coordenador;Ensino Técnico;Vendas;10000;18/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;45-54;166;86-176
Deeyn Carling;Feminino;12/10/1963;61;Coordenador;Ensino Técnico;Vendas;10000;19/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;55-64;165;86-176
Felicle Wickstead;Feminino;11/08/1974;50;Estagiário;Ensino Técnico;Financeiro;1200;19/07/2019;;Estágio;;;200;200;200;200;;;800;7;-;;45-54;165;86-176
Lewes Buckles;Masculino;17/12/1965;59;Estagiário;Ensino Técnico;TI;1200;19/07/2019;;Estágio;;;200;200;200;200;;;800;7;-;;55-64;165;86-176
Janis Dell'Abbate;Feminino;26/03/1999;25;Gerente;Mestrado;Financeiro;15000;19/07/2019;18/09/2019;CLT;Demissão Involuntária;;1200;1200;1200;1200;;500;5300;7;9;;24-34;61;1-85
Maximilian Rubinsohn;Masculino;03/04/1978;46;Assistente;Ensino Técnico;Financeiro;2500;19/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;45-54;165;86-176
Abdel Farington;Masculino;29/07/1993;31;Gerente;Mestrado;Logística;15000;19/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;24-34;165;86-176
Angelia Brisland;Feminino;27/06/1977;47;Coordenador;Ensino Médio;TI;10000;20/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;45-54;164;86-176
Opaline De Filippi;Feminino;19/11/2000;24;Estagiário;Ensino Técnico;Marketing;1200;20/07/2019;;Estágio;;;200;200;200;200;;;800;7;-;;24-34;164;86-176
Dall Clubb;Masculino;23/01/1988;36;Estagiário;Ensino Técnico;Vendas;1200;20/07/2019;;Estágio;;;200;200;200;200;;;800;7;-;;35-44;164;86-176
Trefor Breese;Masculino;07/01/1998;26;Gerente;Ensino Técnico;Financeiro;15000;21/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;24-34;163;86-176
Pammy Corzor;Feminino;28/08/1987;37;Gerente;Pós-graduação;Marketing;15000;22/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;35-44;162;86-176
Allina Gantz;Feminino;19/02/1995;29;Estagiário;Ensino Técnico;Marketing;1200;22/07/2019;;Estágio;;;200;200;200;200;;;800;7;-;;24-34;162;86-176
Kelcey Franciskiewicz;Feminino;12/02/1973;51;Gerente;Ensino Técnico;Administração;15000;22/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;45-54;162;86-176
Kenyon Sach;Masculino;16/12/1961;63;Coordenador;Pós-graduação;Recursos Humanos;10000;23/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;55-64;161;86-176
Aurthur Haughin;Masculino;08/05/1979;45;Estagiário;Ensino Técnico;Produção;1200;23/07/2019;;Estágio;;Sim;200;200;200;200;;;800;7;-;Férias;45-54;161;86-176
Allina Danell;Feminino;17/05/1989;35;Estagiário;Ensino Médio;Financeiro;1200;24/07/2019;;Estágio;;;200;200;200;200;;;800;7;-;;35-44;160;86-176
Retha Dimmick;Feminino;29/04/1971;53;Gerente;Ensino Técnico;Logística;15000;24/07/2019;;CLT;;;1200;1200;1200;1200;500;500;5800;7;-;;45-54;160;86-176
Ilyse Benallack;Feminino;16/05/1960;64;Assistente;Ensino Técnico;Logística;2500;25/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;55-64;159;86-176
Deb Clavering;Feminino;21/10/1960;64;Coordenador;Pós-graduação;Recursos Humanos;10000;26/07/2019;;CLT;;Sim;1200;1200;1200;1200;;500;5300;7;-;;55-64;158;86-176
Garth Whiffen;Masculino;22/03/1965;59;Estagiário;Ensino Médio;TI;1200;26/07/2019;;Estágio;;;200;200;200;200;;;800;7;-;;55-64;158;86-176
Mitchael Shenfish;Masculino;10/05/1989;35;Gerente;Pós-graduação;TI;15000;27/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;35-44;157;86-176
Aaron Halbeard;Masculino;09/04/1969;55;Analista Sr;Ensino Médio;Operações;5000;27/07/2019;;CLT;;;600;600;600;600;;500;2900;7;-;;55-64;157;86-176
Osmond Emmatt;Masculino;14/06/1979;45;Analista Sr;Ensino Superior;TI;5000;27/07/2019;;CLT;;;600;600;600;600;;500;2900;7;-;;45-54;157;86-176
Lauraine Skipworth;Feminino;19/03/1973;51;Coordenador;Mestrado;Produção;10000;27/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;45-54;157;86-176
Merlina Scalia;Feminino;15/09/1968;56;Assistente;Ensino Médio;Produção;2500;28/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;55-64;156;86-176
Camille Kikke;Feminino;16/09/1998;26;Analista Jr;Ensino Médio;Produção;3500;28/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;24-34;156;86-176
Joli Rookeby;Feminino;23/05/1981;43;Gerente;Ensino Técnico;TI;15000;28/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;35-44;156;86-176
Filippa Caldairou;Feminino;24/11/1971;53;Assistente;Ensino Técnico;Produção;2500;28/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;45-54;156;86-176
Valera Haggart;Feminino;04/04/1967;57;Coordenador;Ensino Técnico;Operações;10000;28/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;55-64;156;86-176
Craggie Janicijevic;Masculino;04/11/1987;37;Coordenador;Ensino Superior;Recursos Humanos;10000;29/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;35-44;155;86-176
Rakel McEvoy;Feminino;23/04/1961;63;Supervisor;Ensino Médio;Recursos Humanos;7000;30/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;55-64;154;86-176
Donovan Cawthera;Masculino;12/02/1963;61;Supervisor;Ensino Superior;Administração;7000;30/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;55-64;154;86-176
Reagan Nono;Masculino;11/02/1983;41;Assistente;Ensino Médio;Logística;2500;31/07/2019;;CLT;;;600;600;600;600;;;2400;7;-;;35-44;153;86-176
Gerianna Edowes;Feminino;26/05/1995;29;Coordenador;Ensino Técnico;Marketing;10000;31/07/2019;;CLT;;;1200;1200;1200;1200;;500;5300;7;-;;24-34;153;86-176
